Sapo,California - LA,1990,2008
Eddie Money,Brooklyn,1976,1979
Cracker,Richmond VA,1995,2001
Sade,Ibadan,1971,2009
Photo Atlas,Denver,2000,2015
Kenny Price,,1990,2015
Elliot Goldenthal,New York,1985,2003
Delroy Wilson,Kingston,1962,1979
Arkona,,1962,2009
Behemoth,POLAND,1990,2009
Andre Popp,,2005,2007
Soilwork,Helsingborg,1993,2015
CAC/ndido,,1962,1981
Shaggy,Kingston,1983,2008
RamA3n Vargas_ SA$?ngerknaben Luzerner Kantorei_ Henk Geuke_ Concilium Musicum Wien & Paul Angerer,,1992,2010
The Rapture,,1997,2012
Nicole C. Mullen,,1999,2014
Dinosaur Jr,Amherst,1985,2012
Los Van Van,Cuba,1975,2010
Lara,,2008,2016
Outerspace,Philadelphia,1993,2013
Gloria Lasso,,1951,1989
Les Sexareenos,,1986,2002
Stevie Ray Vaughan And Double Trouble,Dallas,1983,2015
The Creation,Middlesex,1949,1967
The Balustrade Ensemble,san francisco,2000,2014
The Box Tops,Memphis,1949,1987
Ultimate Fakebook,Manhattan,2011,2015
Astarte,Athens,1989,2010
Elakelaiset,,1979,2017
Prisma,Switzerland,1979,1995
Anubis Spire,NY - Upstate NY,2003,2003
Beaver Harris,Pittsburgh,1972,2015
Darwin Hobbs,,1987,2003
Jerry Yan,,1950,1998
Tommy James & The Shondells,Dayton,1951,1986
Los Iracundos,,2003,2010
Hevia,,1987,2016
John And The Bluesbreakers Mayall,,1963,1980
Checkers,,1980,2000
Babbie Mason,United States,1998,2012
The Grease Band,,1967,1985
Bally Sagoo,,1981,2010
Champion Jack Dupree,New Orleans,1956,1993
Z.Z. Hill,Naples,1959,1996
Benabar,,1991,2010
John Michael Talbot,Oklahoma City,1969,2008
Britney Spears,Kentwood,1986,2003
Skeletonwitch,,2001,2015
Charlie Cruz,,1964,1982
Kix,Hagerstown,1975,1981
Indigenous,South Dakota,1986,2010
Los Abuelos De La Nada,,1972,1986
Slightly Stoopid,Ocean Beach,1977,1982
Maximilian Hecker,,1987,2008
Leroy Hutson,Newark,1980,2016
Semisonic,Minneapolis,1993,1999
Laid Back,Denmark,1961,1977
Willie Clayton,Indianola,1971,1981
Novaspace,Berlin,2002,2015
Tom Barabas,,1985,1985
Finntroll,,1998,2014
Carlos Ponce,,1990,2014
Colin James,Regina,1998,2003
Marlene Dietrich,Schi?1/2erg,1983,1992
Pinchers & Ganglords,,1972,2001
Ziggy Marley And The Melody Makers,,1973,1973
John Mayer,Calcutta,2010,2010
Frederik,,1998,2008
Emeneya,,2015,2015
Dropline,,1961,1988
Cancer Bats,Toronto,2002,2017
Biddu,,1969,1998
Uman,Belgium,2007,2017
Lara & Reyes,,2000,2010
Miriam Yeung,,2008,2011
Sophie Tucker,Russia,1996,2008
Pyranja,,2004,2016
Conway Twitty,Friars Point,1990,2014
Agency 1.9.9.4,South Carolina,1957,1984
Blackalicious,Davis,1979,2004
Wyclef Jean featuring Butch Cassidy and Sharissa,Croix-des-Bouquets,1987,2004
Ben Watt feat. Estelle,,1985,2015
Naughty By Nature,East Orange,1990,2016
AurA(c)lien Merle,,1966,1980
Far Too Jones,,1991,2016
Jenney,Stockholm,2017,2017
R.E.M.,Athens,1988,2013
Los Gaiteros de San Jacinto,,1952,1993
King Diamond,,1994,2009
Shamen,Aberdeen,2000,2013
Mighty Diamonds,,1961,1997
Atomic Rooster,United Kingdom,1997,2013
Lincoln Center Jazz Orchestra,,2005,2015
Ray Boltz & Steve Millikan,MUNCIE,2009,2013
Simple Minds,Glasgow,1976,1994
J. B. Lenoir,Monticello,1936,1979
Herbert  von Karajan,Salzburg,1994,1996
Rihanna,St Michael,1997,2015
Fuzz,Arizona,1998,2001
Dokken,Los Angeles,1990,2011
Ionics,,1949,1949
Top Of The Poppers,,1995,2013
Paulette Tajah,,2008,2009
Republica;Jonny Male;Dave Arch,London,1980,2001
Guns N' Roses,,1980,2001
Fat Joe,Bronx,1985,2012
Skrape,Orlando,2001,2006
Curt Bois,,1966,2001
CA(c)line Dion,Charlemagne,1999,2007
Silverchair,Newcastle,1990,1997
Rancid,Bay Area,1971,2016
Brian Auger's Oblivion Express,,1966,1996
Primordial,Dublin,1989,2015
Chelsea,England,1988,2004
Rainer Bielfeldt,,2011,2013
Ann Hampton Callaway,,2003,2012
Mando Diao,BorlA$?nge,1997,2007
Donnie McClurkin,,1997,2014
NewFound Road,Ohio,1997,2009
Vilma Palma e Vampiros,,1990,1998
Ray Conniff,Attleboro,1948,1961
Madilu System,,1960,1990
Set Your Goals,San Francisco,2002,2016
The High Strung,Detroit,2005,2013
Nic Endo,Texas,1994,2003
Kim Wilson,Detroit,1995,2015
Suicidal Tendencies,Venice,1980,2007
Bill & Gloria Gaither,,1978,1996
Jennifer Brown,PLAINVIEW,1990,2015
Jean LumiA"re,,1984,2007
Elephant Man,Kingston,2003,2015
Alain Souchon,Casablanca,1991,2011
Pepper,Kona,1999,2013
FIR,,1984,2004
Eric Champion,,1995,1996
Zeltinger Band,,2010,2013
Bebe Winans,Detroit,1998,2014
Penguin CafA(c) Orchestra,,1995,2005
Colombiafrica - The Mystic Orchestra,,2006,2010
The Kitchen,CANADA - Ontario,2005,2009
Statues,Sudbury,1987,2015
Jonny Lang,Fargo,1998,2011
Cam'Ron / JR Writer,Harlem,1996,2006
Novembre,,1993,2011
X-Raided,,2000,2011
Cornell Campbell,Jamaica,1957,1977
Donna The Buffalo,,1998,2005
AI-TIEM,,1981,2005
Little Feat,Los Angeles,1992,2014
Mikey Dread,Jamaica,1979,1994
Alberto Cortez,,1986,2011
Conjunto Mar Azul,Mexico,1993,2005
Death From Above 1979,BA,1997,2010
Eyehategod,,1981,2004
Mal De Ojo,,1949,1962
Edmundo Ros,Venezuela,2009,2013
The Antlers,Brooklyn,1987,2008
Jimmy Riley,,1967,2000
Marilyn Horne / Wiener Opernorchester / Henry Lewis,Great Britain / UK,1972,1988
Jason Mraz,,1961,1972
Pyrolator,,1956,1972
James Scott Skinner,Aberdeen,1986,2003
Grupo Batuque,Brazil,2003,2011
Sugar Minott,Kingston,1968,2004
Mudhoney,Seattle,1983,1995
Out Of The Grey,,1974,1984
OV7,,1998,2006
Open Hand,Mass. - Boston,2004,2017
X-ecutioners,New York,1990,2003
Juice Leskinen,,1990,1999
Pumpkin Buzzard,Missouri,1975,1976
Rishi Rich,,2001,2014
Kanye West,Atlanta,1991,2008
The Katies,,1969,2010
Los Hispanos,,1991,1993
Paul Brown,Los Angeles,1994,2013
Lloyd Banks,,1999,2012
Terror Fabulous,,1991,2013
Eddie Henderson,MONMOUTH,1989,2014
Kartik Seshadri,Kingston,1976,1987
Modeselektor,,1994,2010
Charlie Rich,Benton,1978,2003
Bad Religion,Los Angeles,1975,2005
SaarbrA1/4cken Radio Symphony Orchestra,,2007,2008
Jackie Davis,Jacksonville,1954,1990
Less Than Jake,Gainesville,1996,2004
Mobb Deep,Queensbridge,1991,2012
Irwin Goodman,HA$?meenlinna,1978,1995
Pedro Aznar,Buenos Aires,1979,2009
Marty Robbins,Glendale,1996,2000
Gang Starr Featuring Jeru The Damaja And Lil Dap,Boston,1984,2011
Lenn Hammond,,2010,2011
Cool For August,,1993,2014
Monster Magnet,,1999,2007
Nirvana,London,1958,2002
Unison,Florida,2016,2017
Hatiras & Slarta John,,1989,2001
Randy Travis,Marshville,1975,2010
JosA(c) Augusto;Catia Guimma,,1988,2002
fIREHOSE,,1973,2013
Alternative TV,London,1959,1994
Mike Bloomfield,,2016,2016
Francky Vincent,,2000,2010
The Black Crowes,Atlanta,1983,2016
Mat Kearney,Nashville,2002,2011
Conjunto Clasico,,1959,1981
Julie Roberts,Nashville,2001,2014
Lily Holbrook,Mass. - Boston,1951,1960
Georges Delerue,,2004,2010
Ronnie Milsap,Robbinsville,1981,1996
Irma Thomas,Ponchatoula,2005,2008
O'2L,,1989,2006
The Cardigans,Ji?1/2ping,1986,2008
Clifton Chenier,Opelousas,1981,2016
B.B. King,Memphis,2006,2015
Zen Lemonade,,1988,2012
R. Kelly & Jay Z,Chicago,1959,1959
Jan Wayne,,1957,1979
Jimmy Cliff,St. Catherine,2003,2012
The Forms,Brooklyn,1988,2005
Connie Francis,Newark,1978,2014
Larry The Cable Guy,,2006,2016
The Kirkbys,,2015,2016
Arc Angels,Austin,1949,1956
The Clancy Brothers,Ireland,1961,1983
Andy Griffith,,1951,1989
Eric Demarsan,,1987,2014
Myrick "Freeze" Guillory,,1964,1975
Ice-T & Chuck D,New York,1966,1967
Billy Bragg & Wilco,Barking,1959,1993
GAPtterdA$?mmerung,Vancouver BC,1980,1980
Mil,,2012,2013
The Twinkle Brothers,,2016,2016
Tum Tum,,1948,1982
Mr Dubz,,2008,2010
Die Bandbreite,,1986,2015
Andre Verchuren,Neuilly-sous-Clermont (Oise),1950,1957
Spieluhrmelodien,,2002,2006
Marco Beltrami,,2015,2015
Erik Hassle,london UK-England,2006,2017
An Cafe,,2011,2011
Galactic,,1987,2015
Michael Bloomfield,,2006,2016
Soul Embraced,,1982,2008
At All Cost,Austin,2005,2012
William Coulter,California,2006,2017
Phil Spector,New York,2001,2013
Charles Williams And His Orchestra,Texas,1951,1980
Barrabas,Madrid,1953,1958
Malcolm McLaren,Great Britain / UK,2003,2017
Birmingham Jubilee Singers,,1971,2011
Capleton,,1987,2004
Steve Erquiaga,,1962,1994
Avril Lavigne,Belleville,2000,2010
Mickey And The Students,,1955,1995
Bumblefoot,New Jersey,1954,1968
The Shamen,Aberdeen,1996,2003
The Moody Blues,Birmingham,1973,1981
Frankie Randall,,1950,1962
Arturo Sandoval,Artemisa,1986,1997
Tommy Overstreet,Oklahoma City,1969,1971
Coven,,1976,1987
Kzss & Atma,,2007,2013
Professor Longhair,Bogalusa,1965,2007
Stelios Dionisiou,,1952,1999
J.C. Lodge,,1949,1966
Hubert Kah,,2004,2005
M,NY - New York City,1987,1987
Piero Umiliani,Firenze,1997,2001
Tabu Ley Rochereau,Bundundu,1988,2006
Dead Prez,,1984,2012
Sergio Mendes / Black Eyed Peas,Niteroi,1968,2004
Janice Vidal,,1977,1981
El Gran Silencio,,1980,2013
Les Bantous De La Capitale,,2016,2016
Sivuca,Itabaiana,2012,2017
Luis Alberto Spinetta,Buenos Aires,1986,2011
Blind Boy Fuller,Wadesboro,1983,1989
Paula Santoro,,1995,2008
Sunscreem,Essex,1983,2008
Louis Prima And Keely Smith,,2012,2015
Robert Lockwood_ Jr.,Marvell,1981,2006
Jeremy Spencer,West Hartlepool,1989,2006
The Velvet Underground,New York,1968,1988
Kingston Trio,Palo Alto,1958,1964
D' Militante,,2011,2011
Michelle & Vickie,,1994,2011
Pamelo Mounk'a,,2015,2016
Los Fernandos,,2012,2014
Kool Savas,DE,1990,1997
Rainie Yang,,1993,2002
Little Eva,Bellhaven,1942,1991
New Order,NL,1993,2009
Damone,Waltham,2006,2015
Joe Turner,Mississippi,1948,1990
DeGarmo & Key,,1984,2013
David Bowie,London,1984,1997
Klaus Badelt,,1995,2007
Charlotte Gainsbourg,,1993,2012
Aerosmith,Boston,1966,1986
The Party Group,,1958,2006
Enter the Haggis,,1998,2003
Mac McAnally,Belmont,1982,1982
T.O.K.,YAHD!,1987,2010
Leo Gandelman,Rio de Janeiro,2003,2013
Leon Russell,Lawton,2008,2017
Bill Laswell,New York City (Salem,2006,2007
Francis Lai,,1984,2015
Herbst9_ Z'ev,L.E.,1990,2014
Del Tha Funkee Homosapien,Oakland,1983,1995
Britney Spears feat. Pharrell Williams,Kentwood,1981,2004
Crazy Horse,,2005,2017
Sam Butera & The Witnesses,,1989,1995
Lee Ritenour / Jeff Mironov,Hollywood,1964,1989
Helmet,New York,1977,2004
Dine et DA(c)on,,1955,1970
Martin Denny,New York,1965,1982
DJ Nasty,,1969,1984
Santana,San Francisco,1983,2003
Ray Sandoval,Tucson,1950,1986
Amalia Avgoustaki,,2012,2013
Shaman,Brazil,1956,2001
K-OS,,1994,2008
Choir & Great Symphony Orchestra of the All-Union Radio_ N. Shpiller_ S. Krassovsky_ V. Gagarina & N,Nashville,1990,2017
Elva Hsiao,,1987,1987
Avril,,1984,2004
Sticky Fingaz & Omar Epps,Brookyln,1989,2001
Delbert McClinton,Lubbock,1986,2017
Gloria De Haven,,1974,1977
Rhian Benson,Ghana,2001,2012
Bessie Smith,Chattanooga,2008,2011
MC5,Lincoln Park,1951,1991
Tommy Torres,,1964,1966
Les Malpolis,,1989,1999
Washboard Sam,Walnut Ridge,1953,1990
Shirley Caesar,DURHAM,1969,2016
Fun Lovin' Criminals,,1968,1972
Los Chunguitos,,1987,2015
OutKast,Atlanta,2003,2003
Warrant,GERMANY,1954,1974
IYOV,,1958,1967
Otis Taylor,Chicago,1981,2017
Laron aka Swan featuring Alexander East,,1976,2012
Alfredo Kraus/Tatiana Troyanos/London Philharmonic Orchestra/Michel Plasson,,1961,1983
Righteous Brothers,California,1961,1969
Five Fingers of Funk,,1982,2012
Michael Whalen,New York,1994,2016
Tonic,,1954,1972
The Grip Weeds,New Brunswick NJ,1989,2008
Andy & Lucas,CA!diz,1991,2017
MA3veis Coloniais de Acaju,,2000,2012
John D. Loudermilk,Durham,2015,2017
Glen Campbell And Bobbie Gentry,Chickasaw County,1968,1977
Jay PA(c)rez,,1998,2007
Kenny Rogers,Houston,1969,2002
Wednesday 13's Frankenstein Drag Queens From Planet 13,,1984,1989
Dub Pistols feat. Lindy Layton & Rodney P,London,1975,2004
Darwin's Waiting Room,,2000,2016
AndrA(c) Minvielle,,2000,2009
Herbert Von Karajan,Salzburg,2016,2016
Hassan Annouri feat. Cassandra Steen,,1997,2010
Gaiteros de Pillopo,,2017,2017
Paul Taylor / Terry Dexter,Wyoming,1979,1999
Lee Ritenour,Hollywood,1969,2005
Andreas Dorau,,1988,2012
Bukue One,California,1989,2011
Hiram Bullock,Osaka,1998,2008
Serpentine,Switzerland,1961,1991
Thomas Dolby,Cairo,1966,2005
Barbara Lusch,Oregon,1982,2011
RaphaA<<l,France,1983,1997
Martha Wainwright,NY - New York City,2000,2010
Boondox,Newton County,2004,2013
Maurane,Ixelles,1978,2015
Beatnuts featuring dead prez and Cheryl Pepsi Riley,,1997,1999
Rene Touzet,,1962,1977
Michael McDonald,St. Louis,1948,1984
Free,London,1948,1979
Leo Ku,,1978,2000
The Pineapple Thief,,1994,2012
Buddy Jewell,Lepanto,1994,2005
Demonbreed,,2017,2017
Joe Heaney,Washington,1984,1990
Cerati-Melero,,1968,1998
Remmy Ongala,,1953,1994
The Last,,1964,1983
House Of Lords,,2003,2009
Helen O'Connell,Lima,1972,2003
The Sun Harbor's Chorus-Documentary Recordings,,1989,2016
DCS,,1955,2001
Kraftwerk,Di?1/2orf,1991,1994
Singing Melody,,1960,1974
FFH,,2002,2017
Willie Clancy,Miltown Malbay,1950,1968
Chris Clark,Los Angeles,1958,1997
GWAR,Antarctica,1981,2000
Gran Coquivacoa,,1955,1963
Sick Puppies,Sydney,1994,2015
Gary Nichols,Tennessee,1998,2017
James Newton Howard,,2004,2015
Ray Charles,Washington,1989,2007
Geggy Tah,,1992,1997
Los Fabulosos Cadillacs,Buenos Aires.,1984,2012
Loretta Lynn,Nashville,1976,2015
Joe Rogan,Newark,1988,2015
Mista,,2014,2015
Unearth,,1989,2001
Bob Marley,,1982,2014
Brian Free & Assurance,,1950,1955
Dream Warriors,Toronto,1978,2017
The In Crowd / Jah Stitch,,1974,1997
The Fray,Denver,1992,2012
Groucho Marx,FORT LAUDERDALE,1998,2010
Alceu ValenASSa,,1974,2007
Skeeter Davis,Dry Ridge,2008,2015
Tito Puente,New York,1973,2011
Memphis La Blusera,,1971,2005
One Block Radius,,1998,2016
Various Indian Tribes,,1984,2005
Timo Maas,,1999,2002
Anat Ben David,,1979,1996
Twila Paris,,2012,2016
Bob Carlisle,,1978,2015
The Michael Stanley Band,,1957,1975
Mariano Yanani,,1992,1994
Rikk Agnew,,1967,1997
Eminem,St. Joseph,1986,2004
Barry Manilow,Brooklyn,1979,2002
Carlos Baute,,1990,2004
Marga Gomez,,1972,1973
Dexys Midnight Runners,Birmingham,1970,1984
Jean-Jacques Goldman,Paris,1972,2015
Etienne de CrA(c)cyA ,,1965,2008
T-la Rock,NEW YORK,1987,2016
Kent,Eskilstuna,2014,2015
Silent Stream Of Godless Elegy,,1993,2004
Stiff Meat,,1995,2007
Asterisk*,,1967,1996
Jimi Hendrix,Seattle,1988,1994
Dr. Elmo,California - SF,1964,1981
Tommy Castro,San Jose,1983,2014
Panzer AG,,1988,2012
Gus Cannon,Red Banks,1961,1968
Suicide,New York,1998,2005
William Orbit,,1992,2016
Point Of Grace,,1985,2000
Jack Johnson,Galveston,2000,2010
Max Melvin,,1985,2004
Plagia,,2011,2012
Hollywood Bowl Orchestra / John Mauceri,,1978,1999
Sylvester Weaver,Louisville,1986,2008
Blue October,Houston,1990,2009
X,,1956,1984
Intars Busulis,,1951,1984
Jedi Mind Tricks,Philadelphia,2017,2017
Broadcast,Birmingham,1987,2016
Fiona,New York,2007,2008
Carl Crack,,1983,2003
France D'Amour,,1949,1988
Phil Collins,Chiswick,1995,2010
Teena Marie,Santa Monica,1984,2008
Mindless Self Indulgence,New York,1949,1951
Laurindo Almeida,Sao Paulo,2003,2012
Mandi,Basingstoke,1996,2010
The Color Red,Riverside,1973,1981
Jim Bryson,Ottawa,2001,2009
IrreversAveis,,1992,2014
Information Society,Minneapolis,2007,2010
Marcie Blane,Brooklyn,1960,2009
Curtis Mayfield,Chicago,1999,2010
PMD,Long Island,2017,2017
Alain Morisod,,1994,2002
Tom Cochrane,Lynn Lake,1994,2000
Gold City,,1975,1996
Roy Drusky,Atlanta,1957,2005
SAF,Gent,2012,2017
Gym Class Heroes,Geneva,2004,2014
Jape Squad,,2002,2015
Frankee,,1996,2016
Williamson,,1985,2016
Operator,,2017,2017
The Stooges,Ann Arbor,1985,2015
Dntel,,1948,1957
David Meece,,1958,1959
Harvey Averne,,2015,2015
Tyrone Taylor,,1998,2001
Shanadoo,Tokyo,1997,2012
Erik Berglund,Texas,1962,1971
GA1/4nter Noris,,2011,2014
Moonspell,Portugal,1987,2007
Chico Hamilton,Los Angeles,1966,1992
AndrA(c)a,UK - England - Yorkshire,1963,1973
Azukx,,1948,1982
Steve Azar,,1972,2017
Kenny Neal,New Orleans,1974,2014
Ghorwane,,1976,2015
Nichols,FRANCE,1964,1978
Ennio Morricone,Rome,1970,1990
Vaselines,,1978,2004
Beto Cuevas,,1997,2008
Catia Werneck,,2002,2013
Off Broadway,Oak Park,1974,1983
HA(c)lio Ziskind,,2014,2016
Memphis Minnie,Algiers,1994,2008
Steel Pulse,Birmingham,1977,1999
Mississippi John Hurt,Teoc,1985,1996
Caspa,London,1996,2015
Pacha Massive,New York,1991,2009
Kardinal Offishall / Keri Hilson,,1988,2016
THE COOKIES,,1996,1997
Peppermint Creeps,California - LA,1959,1970
M Sane,,2010,2015
Oesch's die Dritten,,1991,2010
Vanessa Daou,,1978,2005
Dark Fortress,,2001,2014
Gloria,BG,2017,2017
Wilshire,GREENSBORO,1993,2011
Legacy Five,Tennessee,1997,2014
Seal,Paddington,1974,1992
Nickelback,Hanna,1991,2011
AngA(c)lica MarAa,New Orleans,1993,1999
Nicholas Hooper,,1950,1964
The Ocean,London,1995,2010
Los Solitarios,,1983,2010
Glen Washington,,2003,2004
Josh Groban,,1995,2016
Josh White,Greensboro,1997,2002
The Paynes,United States,1969,1996
Bacilos,,2003,2004
4Him,,1987,2000
Scalplock,,1968,1995
Juggler,,1950,1975
Cursed,,1982,1982
The Fever,New York,1989,2014
KRS-One,,1993,2008
Carlos Vives, ,1999,2000
Tito Rodriguez_ Louie Ramirez,San Juan,1971,1988
Margaret Smith,,1985,2017
Wilks featuring doniki,,1979,2008
John Tchicai,Copenhagen,1970,1972
Toots Thielemans,Brussels,1990,2013
Tad,Seattle,1988,1997
Black Eyed Peas / Les Nubians / Mos Def,Los Angeles,1982,2014
The Frequency,,2016,2017
Giorgos Tsalikis,,1973,2004
MDO,,1997,2015
Leigh Jones,,1999,2008
Between The Buried And Me,Charlotte,2003,2012
Tania Maria,,1988,2009
Massiel,,1960,1968
Micachu,,2003,2009
Static-X,Alabama,1979,2005
Paso Doble,,1986,1998
Webb Wilder,,2005,2011
Gruppo Jazz Marca,Great Britain / UK,1965,1977
Atman,,1991,2008
Shakedown,California,1984,2002
Parachute Band,,1977,2005
Leonid Rudenko,,1996,2014
Wilmington Chester Mass Choir,,1948,1956
Stewart Francke,Michigan,1962,1979
James Last,Bremen,1984,2006
5th Ward Boyz,,1985,2011
Bill Perkins,San Francisco,1974,1996
Spliff,,1969,2007
Rachel Portman,,1997,2013
Miossec,Brest,1989,2014
Memphis Sheiks,,2007,2014
Atari Teenage Riot,Berlin,1981,2003
My Chemical Romance,New Jersey,1998,2007
Sleepy John Estes,Ripley,1922,1959
The Mad Capsule Markets,JP,1964,1972
Roger Williams,Omaha,1980,2014
Alice Cooper,Detroit,2002,2012
Aiden,Seattle,1994,2013
Cal Tjader,St. Louis,1942,1966
ZaA-ko Langa Langa,,1966,1973
Rebecca Lynn Howard,Salyersville,1971,1977
Dive,NY - Upstate NY,2003,2015
Brand X,Sikeston,1964,1986
Virtuoso,Louisiana,1968,2001
Karen Peck And New River,Tennessee,1976,1998
Judy Mowatt,Jamaica,2004,2007
Paul Rodgers,Middlesbrough,1961,2004
David Cook,Tulsa,2007,2013
Knack,,2009,2017
Mulberry Lane,,1987,2011
Liars,LA / NYC,1991,2014
Naseebo Lal_ Arif Lohar,,1997,2001
DJ Taz,,2002,2005
Gabriel Yared,Beirut,1987,2014
Starless & Bible Black,,2012,2017
Gustavo A. Santaolalla,Buenos Aires,1987,2010
Widespread Bloodshed,,1975,2008
Smut Peddlers,,1993,2010
Afrob feat. Sarah,,1999,2012
Shinehead,London,1971,2015
Milo,Champaign-Urbana,1967,1988
Zeca Baleiro,,1994,2003
Ol' Dirty Bastard,Brooklyn,1978,2008
The Lord Weird Slough Feg,California - SF,2000,2005
Six Brown Brothers,,1986,1989
Mario Garcia,,1955,1978
Eddie Jones,Greenwood,1954,1977
Audio Adrenaline,,1968,1996
Zuma,,1988,1988
Nick Conolly,,1989,2007
Rupa & the April Fishes,,2004,2011
Vitamin C,,1994,2002
Freddie King,Gilmer,1962,2002
Amoral,Helsinki,2001,2010
Steve Vai,Carle Place,2002,2017
K's Choice,,1979,2003
The Fabulous Thunderbirds,Austin,2001,2017
Wang Chung,,1968,2007
Tex Williams,Ramsey,1940,1950
Faithless,London,2002,2011
Jo Privat,,1964,1999
Marion Harris,Indiana,1966,1984
Ice Cube,Los Angeles,1964,2007
Rick Astley,Newton-le-Willows,1991,2012
US Coast Guard Band,,2001,2007
Lollipop Lust Kill,,1999,2004
Georges Brassens,Si?1/2,1951,1984
Chariots,,1997,2013
Apache Indian,,1985,2007
J. Karjalainen & Mustat Lasit,,1990,1994
Kari Tapio,,1999,2014
Mink DeVille,New York,1975,1998
Steve Chou,,1959,1983
Cantara,,1970,2005
Mongo Santamaria,Havana,1975,2007
Vincenzo Bellini,Catania,1986,2002
Christian Quast,,1999,2016
Evolution,Sofia,1960,1968
Theodor Zox,,1988,2012
Mix Mob,,1980,2016
Erja Lyytinen,,2000,2013
Cake,,1981,2005
Gustavo Cerati,,2002,2015
Oldelaf et Monsieur D,,2007,2017
Goldfinger,Miami,1987,2017
The Embarrassment,,1991,2008
Tiny Bradshaw,Youngstown,1976,1980
AndrA(c) Verchuren,Neuilly-sous-Clermont (Oise),1974,1993
Latif,,2002,2011
Otis Spann,Jackson,1991,2017
Matteo Bonfanti e i maledetti,,1976,1996
Naseebo Lal,,1962,1971
BA(c)nabar,,1993,2010
BeyoncA(c),,1991,2010
A Perfect Murder,CA,1996,2015
Michael Stanley Band,,1973,1989
Talvin Singh,London,1988,2009
Solomon,New York,1968,1973
Curtis,,1979,2005
Toby Emerson,,1977,2011
Deep Forest,Lille,1996,2016
Tampa Red,Smithville,1986,1995
Every Time I Die,Buffalo,2001,2011
Lifer,Wilkes Barre,1985,2013
The Dee Jays,,1991,2002
Diamond D,Florida,1978,1998
Corona,,1986,2013
The White Stripes,Nashville / Los Angeles,1999,2010
2Fresh,,1997,2013
Ndala Kasheba,Tanzania,1958,1973
Joe McBride,,1992,1996
Lady Saw,St. Mary's,1978,2013
The Stranglers,,1962,1997
Hot Club Of Detroit,,1979,1996
Funeral For A Friend,Wales,1991,2010
Lyrics Born,Japan,1997,2003
George Michael,London,1984,2002
Tulipunaruusut,,1976,2012
The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan,,1970,1990
Babe Ruth,Hatfield,1970,1975
Joe Satriani,Westbury,1976,1996
Charlie Haden & Chris Anderson,Shenandoah,1957,2001
Rokia TraorA(c),,1998,2004
Speaker,,1993,2016
Christos Kedras,,1949,1950
Michael Gettel,,1987,2007
Restless Heart,,1979,2015
David Evans,Tennessee,1961,1995
Will Pan,,1948,1984
Uriah Heep,London,2005,2008
Stress Assassin,,1997,2015
Margaret Becker,,1970,1992
Abracadabra,CANADA - Ontario,1974,2011
Orchids,California,2004,2012
Juan Carlos Baglietto,,1997,2007
Sugarbomb,,2000,2002
Bounty Killer,Kingston,1968,2000
Mago de Oz,,1994,2017
Quinteto Violado,,1985,1997
Dead To Me,San Francisco,1996,2016
Paloalto,Los Angeles,1994,2015
Darryl Worley,Savannah,1965,1981
Mykill Miers,United States,1994,2008
Jarvis Church,,1991,1996
Damita Jo,Austin,2014,2016
MinistA"re des Affaires Populaires,,1992,1994
Alain Turban,,2009,2015
2 Minutos,,2006,2015
April Wine,Halifax,1976,2003
Estrellas Cubanas,,1955,1999
Al Denson,,2002,2008
The Chap,London,1992,2006
MA!ire Brennan,,1959,1973
Twista,Chicago,1992,2016
Dictators,NY - New York City,1962,2005
The Accursed,,1998,2009
Eddy Raven,Lafayette,1986,1996
Fabolous,Brooklyn,1976,1985
Sulk,,1991,2003
Ben E. King,,1971,1996
Sergio Franchi,Italy,1971,2013
The London Pops Orchestra,,1979,1987
Edwin Hawkins,Oakland,1977,1993
Lonnie Johnson,New Orleans,1987,1992
F.l.y.,Michigan,1955,1986
Orbit,,1976,2005
Bob Dylan,Duluth,1963,2001
Orlando Pops Orchestra,,1966,1972
Geiom Ft. Marita,,2004,2007
Rhian Sheehan,Wellington,1991,2011
David Saylor,,1993,2017
Roy Brown,New Orleans,1986,1999
Mest,Chicago,1994,2007
Cumberland Quartet,Missouri,1998,2001
Five Blind Boys of Alabama,Talladega,2007,2011
Blind Willie McTell,Thomson,1912,1939
Hushabye Baby,,1986,1998
Arco Iris,Valais/Suisse,1952,1976
Shania Twain,Timmins,1989,2002
Les Rythmes Digitales/ Tzant Feat. ODC MC,Paris,1996,2008
Akon,St. Louis,1998,2008
Since The Flood,New Hampshire,1995,2012
Yank Rachell,Brownsville,1995,2001
La Mancha De Rolando,,2001,2016
Larry Graham & Graham Central Station,California,1973,2005
Johnny Pacheco/Rolando La Serie,Santiago de los Caballeros,1971,1989
Barley Bree,,1961,1989
Carl Smith,,1976,1995
Storyville,Texas,1981,2014
Tony Martin,Oakland,2012,2015
Jah Cure,Montego Bay,1998,2013
James Carter,Detroit,1984,2003
Mithotyn,Sweden,1996,1999
Beres Hammond,,1987,1996
UK Subs,UK - England - Yorkshire,1963,1980
Embrace the End,,2007,2009
Steve Green,,1949,1997
Marc Perrone,,1995,1995
Leonardo Favio,,1959,1992
Patrick Bruel,,1995,2008
Julie Zenatti,,1988,2013
Los Tres Diamantes,,2004,2004
Small Facers,,1955,1993
Michael Landau,California - LA,1962,1976
Jack Sheldon,Jacksonville,1978,2008
Handsome Boy Modeling School,,1992,2008
Maire Brennan,,1998,2001
Major Lance,Chicago,1960,1990
